Brand,Price,Released Date,OS,Display,Camera,RAM,Battery
Motorola,"৳16,995.00 ৳15,995.00","2019, September",Android 9.0,"6.1"" 720x1560 pixels",13MP 1080p,2/4GB RAM MT6762 Helio P22,3000mAh Li-Po
Huawei,"৳16,000.00","2019, September","Android 9.0, EMUI 9.1","6.59"" 1080x2340 pixels",48MP 1080p,4-8GB RAM Hisilicon Kirin 710F,4000mAh Li-Po
Honor,"৳14,000.00","2019, September","Android 9.0, EMUI 9.1","6.39"" 720x1520 pixels",48MP 1080p,4/6GB RAM Hisilicon Kirin 710F,4000mAh Li-Po
LG,Coming soon,"2019, September",Android 9.0,"5.45"" 720x1440 pixels",8MP 1080p,2GB RAM Snapdragon 425,3000mAh Li-Ion
LG,Coming soon,"2019, September",Android 9.0 Pie,"5.45"" 480x960 pixels",8MP 1080p,1GB RAM MT6739,3000mAh Li-Ion
Vivo,"৳23,500.00 ৳22,000.00","2019, September",Android 9.0; Funtouch 9.1,"6.38"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 712,4500mAh Li-Po
Huawei,"৳33,000.00","2019, September",Android 9.0; EMUI 9.1,"8.4"" 2560x1600 pixels",13MP 1080p,6GB RAM HiSilicon Kirin 980,6100mAh Li-Po
Lenovo,"৳12,000.00","2019, September",Android 9.0; ZUI 11,"6.3"" 1080x2340 pixels",16MP 1080p,4/6GB RAM Snapdragon 710,4050mAh Li-Po
Lenovo,"৳13,990.00 ৳12,990.00","2019, September",Android 9.0,"6.09"" 720x1560 pixels",13MP 1080p,2/3GB RAM MT6762 Helio P22,4000mAh Li-Po
Samsung,"৳27,490.00","2019, September",Android 9.0; One UI,"6.4"" 1080x2400 pixels",48MP 1080p,4/6GB RAM Exynos 9611,6000mAh Li-Po
OnePlus,"৳59,999.00 ৳54,990.00","2019, October",Android 10.0; OxygenOS 10.0.3,"6.55"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 855+,3800mAh Li-Po
Vivo,"৳65,000.00","2019, September",Android 9.0; Funtouch 9.1,"6.89"" 1080x2256 pixels",64MP 2160p,8/12GB RAM Snapdragon 855+,4500mAh Li-Po
LG,"৳30,000.00","2019, October",Android 9.0; LG UX 7,"6.4"" 1080x2310 pixels",32MP 2160p,4GB RAM Snapdragon 675,4000mAh Li-Po
UmiDigi,"৳11,999.00","2019, August",Android 9.0,"6.3"" 1080 x 2280 pixels",16MP 1080p,4GB MTK Helio P23,4150mAh Li-po
Oppo,"৳35,000.00","2019, September",Android 9.0; ColorOS 6.1,"6.53"" 1080x2340 pixels",48MP 2160p,8GB RAM MT6779 Helio P90,4000mAh Li-Po
Oppo,"৳27,500.00","2019, October",Android 9.0; ColorOS 6.1,"6.5"" 1080x2340 pixels",48MP 2160p,8GB RAM MT6771V Helio P70,4000mAh Li-Po
Walton,"৳4,500.00","September, 2019",Android 8.1,"5.0"" 480 x 960 pixels",5MP 720p,512 MB,2000mAh Li-ion
Realme,Coming soon,Not announced yet,Android 9.0; ColorOS,"6.5"" 1080 x 2340 pixels",64MP 1080p,6GB Qualcomm Snapdragon 855,4000mAh Li-ion
Realme,"৳22,000.00","2019, September","Android 9.0, planned upgrade to 10.0","6.4"" 1080x2340 pixels",64MP 2160p,4/8GB RAM Snapdragon 712,4000mAh Li-Po
BLU,Coming soon,"2019, July",Android 9.0,"5.7"" 720x1440 pixels",13MP 1080p,3GB RAM,2800mAh Li-Po
Oppo,"৳27,000.00","2019, October",Android 9.0; ColorOS 6,"6.4"" 1080x2340 pixels",16MP 2160p,6GB RAM Snapdragon 710,3600mAh Li-Po
Vivo,"৳40,000.00","2019, August",Android 9.0; Funtouch 9.1,"6.41"" 1080x2340 pixels",48MP 2160p,8/12GB RAM Snapdragon 855+,4500mAh Li-Po
Xiaomi,"৳24,999.00","2019, September",Android 9.0; MIUI 10,"6.53"" 1080x2340 pixels",64MP 2160p,6/8GB RAM Helio G90T,4500mAh Li-Po
Samsung,"৳29,990.00 ৳27,599.00","2019, September",Android 9.0,"6.4"" 1080x2340 pixels",48MP 2160p,4/6GB RAM Exynos 9610,4000mAh Li-Po
Samsung,"৳22,990.00 ৳20,500.00","2019, September",Android 9.0,"6.4"" 720x1560 pixels",25MP 1080p,3/4GB RAM Exynos 7885,4000mAh Li-Po
LG,"৳18,990.00","2019, September",Android 9.0,"6.5"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po
LG,"৳14,990.00","2019, September",Android 9.0,"6.1"" 720x1520 pixels",13MP 1080p,2/3GB RAM MT6762 Helio P22,3500mAh Li-Po
Huawei,"৳49,999.00","2019, September","Android 9.0, EMUI 9.1","6.26"" 1080x2340 pixels",48MP 2160p,8GB RAM HiSilicon Kirin 980,3750mAh Li-Po
Realme,"৳13,000.00 ৳12,500.00","2019, August",Android 9.0; ColorOS 6,"6.5"" 720x1600 pixels",12MP 2160p,3/4GB RAM Snapdragon 665,5000mAh Li-Po
Xiaomi,"৳13,999.00","2019, October",Android 9.0; MIUI 9,"6.22"" 720x1520 pixels",12MP 1080p,3/4GB RAM Snapdragon 439,5000mAh Li-Po
Huawei,"৳33,500.00","2019, December",Android 9.0; EMUI 9.1,"6.59"" 1080x2340 pixels",48MP 1080p,6GB RAM Hisilicon Kirin 710F,4000mAh Li-Po
Realme,"৳19,000.00","2019, September",Android 9.0; ColorOS 6,"6.3"" 1080x2340 pixels",48MP 2160p,4-8GB RAM Snapdragon 712,4035mAh Li-Po
Oppo,"৳42,000.00","2019, September",Android 9.0; ColorOS 6.1,"6.5"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 730G,4000mAh Li-Po
Lava,"৳5,290.00","July, 2019",Android 8.1 (Oreo),"5.0"" 480 x 960 pixels",5MP,1GB,2000 mAh Li-Ion
Walton,"৳7,799.00 ৳7,499.00","2019, August",Android 9.0,"5.71"" 720 x 1520 pixels",13MP 1080p,3GB ARM Cortex-A55,3520mAh Li-ion
HTC,"৳16,000.00","2019, August",Android 9,"6.2"" 720x1520 pixels",12MP 1080p,4GB RAM MT6762 Helio P22,3300mAh Li-Ion
Samsung,"৳36,000.00","2019, September",Android 9.0; One UI,"6.7"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 855,4500mAh Li-Po
Vivo,"৳48,000.00","2019, September","Android 9.0, Funtouch 9.1","6.41"" 1080x2340 pixels",48MP 2160p,8/12GB RAM Snapdragon 855+,4500mAh Li-Po
Samsung,"৳12,499.00","2019, September",Android 9.0,"6.2"" 720x1520 pixels",13MP 1080p,2GB RAM MT6762 Helio P22,4000mAh Li-Po
Meizu,"৳32,000.00","2019, August",Android 9.0; Flyme 8,"6.2"" 1080x2232 pixels",48MP 2160p,6/8GB RAM Snapdragon 855+,3600mAh Li-Po
UmiDigi,Coming soon,Exp. release 2019,Android 9.0 (Pie),"6.35""1080 x 2340 pixels",48MP 1080p@30fps,4GB MediaTek Helio P60,4150 mAh Li-Po
Xiaomi,"৳32,500.00 ৳22,000.00","2019, August",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,6/8GB RAM Snapdragon 855,4000mAh Li-Po
Motorola,Coming soon,"2019, September",Android 9.0; Android One,"6.39"" 1080x2340 pixels",48MP 2160p,4GB RAM Snapdragon 675,4000mAh Li-Po
Samsung,Coming soon,"2019, August",Android 9.0,"5.83"" 720x1560 pixels",8MP 1080p,2GB RAM Exynos 7884,3000mAh Li-Ion
Samsung,"৳74,000.00","2019, August",Android 9.0; One UI,"6.8"" 1440x3040 pixels",12MP 2160p,12GB RAM Exynos 9825,4300mAh Li-Ion
Tecno,"৳10,490.00 ৳9,490.00","August, 2019",Android 9.0,"6.1"" 720 x 1560 pixels",13MP 1080p,3GB MediaTek,3000mAh Li-Ion
Tecno,"৳7,490.00 ৳6,999.00","August, 2019",Android 9,"6.1"" 720 x 1560 pixels",8MP 720p,2GB MediaTek,3000mAh Li-Ion
Walton,"৳9,499.00","2019, August",Android 9,"6.26"" 720 x 1520 pixels",13MP 1080p,3GB ARM Cortex-A55,4000mAh Li-ion
Vivo,"৳27,000.00","2019, August",Android 9.0; Funtouch 9,"6.38"" 1080x2340 pixels",16MP 1080p,6GB RAM MT6768 Helio P65,4500mAh Li-Po
Vivo,"৳20,000.00","2019, August",Android 9.0; Funtouch 9.1,"6.38"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 712,4500mAh Li-Po
ZTE,"৳50,000.00","2019, August",Android 9.0; Nubia UI 7,"6.42"" 1080x2340 pixels",48MP 4320p,6/8GB RAM Snapdragon 855+,4000mAh Li-Po
Xiaomi,"৳48,500.00","2019, August",Android 9.0,"6.39"" 1080x2340 pixels",48MP 2160p,8/12GB RAM Snapdragon 855+,4000mAh Li-Ion
Samsung,"৳144,500.00 ৳113,900.00","2019, August",Android 9.0; One UI,"6.8"" 1440x3040 pixels",12MP 2160p,12GB RAM Exynos 9825,4300mAh Li-Ion
BLU,Coming soon,"2019, July",Android 9.0,"6.3"" 720x1520 pixels",13MP 1080p,3GB RAM,4000mAh Li-Po
Vivo,"৳9,990.00 ৳8,990.00","2019, July",Android 8.1; Funtouch 4.5,"6.22"" 720x1520 pixels",8MP 1080p,2GB RAM MT6761 Helio A22,4030mAh Li-Po
Walton,"৳5,199.00","July, 2019",Android 8.1,"5.45"" 720 x 1440 pixels",5MP 720p,1GB,2500mAh Li-Ion
Tecno,"৳5,990.00","July, 2019",Android 8.0,"5.5"" 480 x 960 pixels",5MP 720p,1GB,2400mAh Li-Po
Walton,"৳6,699.00","July, 2019",Android 9,"5.99"" 480 x 960 pixels",8MP 720p,2GB,3200mAh Li-Po
Honor,"৳29,990.00 ৳24,990.00","2019, October",Android 9.0; EMUI 9.1,"6.59"" 1080x2340 pixels",48MP 1080p,4/6GB RAM HiSilicon Kirin 710F,4000mAh Li-Po
Honor,"৳24,990.00","2019, August 09",Android 9.0; EMUI 9.1,"6.59"" 1080x2340 pixels",48MP 1080p,6/8GB RAM Kirin 810,4000mAh Li-Po
Asus,"৳52,000.00","2019, September","Android 9.0, ROG UI","6.59"" 1080x2340 pixels",48MP 2160p,8/12GB RAM Snapdragon 855+,6000mAh Li-Po
Walton,"৳4,999.00","July, 2019",Android 8.1,"5.7"" 480 x 960 pixels",5MP 720p,1GB,2400mAh Li-Po
Symphony,"৳7,490.00","July, 2019",Android 9.0,"5.7"" 720 x 1440 pixels",13MP 1080p,2GB,3200mAh Li-Po
Realme,"৳12,000.00 ৳11,500.00","2019, July",Android 9.0; ColorOS 6,"6.22"" 720x1520 pixels",13MP 1080p,4GB RAM MT6771 Helio P60,4230mAh Li-Ion
Walton,"৳14,999.00","July, 2019",Android 9,"6.26"" 720 x 1520 pixels",12 MP 1080p,3 GB MediaTek Helio A22,3900mAh Li-Ion
Tecno,Coming soon,"2019, July",Android 9.0,"6.39"" 1080x2340 pixels",16MP 1080p,6GB RAM MT6765 Helio P35,3500mAh Li-Ion
Huawei,"৳28,000.00","2019, July","Android 9.0, EMUI 9.1","6.26"" 1080x2340 pixels",48MP 2160p,8GB RAM HiSilicon Kirin 810,4000mAh Li-Po
T-Mobile,"৳30,000.00","2019, July",Android 9.0,"6.24"" 1080x2270 pixels",16MP 2160p,4GB RAM Snapdragon 636,3000mAh Li-Ion
T-Mobile,"৳17,000.00","2019, July",Android 9.0,"5.7"" 720x1520 pixels",13MP 1080p,3GB RAM Snapdragon 632,3000mAh Li-Ion
Lava,"৳5,490.00","2019, July",Android 8.1,"5.45"" 480 x 960 pixels",5MP 720p,1GB,
Coolpad,"৳7,500.00","2019, June",Android 9.0,"5.71"" 720x1520 pixels",13MP 1080p,3GB RAM MT6761 Helio A22,3000mAh Li-Ion
Infinix,"৳17,990.00","2019, June",Android 9.0,"6.01"" 1080x2160 pixels",16MP 1080p,4GB RAM MT6765 Helio P35,4000mAh Li-Po
Xiaomi,"৳22,500.00","2019, July",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 710,4030mAh Li-Po
Lenovo,"৳23,990.00","2019, July",Android 9.0; ZUI 11,"6.39"" 1080x2340 pixels",24MP 2160p,8GB RAM Snapdragon 730,4000mAh Li-Po
LG,"৳19,999.00","2019, June",Android 9.0,"6.2"" 1080x2160 pixels",13MP 1080p,3GB RAM Snapdragon 450,3500mAh Li-Ion
Walton,"৳7,599.00 ৳6,899.00","June, 2019",Android 8.1,"5.45"" 720 x 1440 pixels",8MP 720p,3 GB,3200mAh Li-Po
Panasonic,"৳12,000.00","2019, July",Android 9.0,"5.45"" 720x1440 pixels",8MP 1080p,2GB RAM,4000mAh Li-Ion
ZTE,Coming soon,"Exp. announcement 2019, July",Android 9.0,"6.26"" 1080x2280 pixels",24MP 2160p,8GB RAM Snapdragon 855,3800mAh Li-Po
Lenovo,"৳39,000.00","2019, November 15",Android 9.0; ZUI 11,"6.39"" 1080x2340 pixels",48MP 2160p,6-12GB RAM Snapdragon 855,4000mAh Li-Po
LG,Coming soon,"2019, Octobe",Android 9.0,"6.22"" 720x1520 pixels",13MP 1080p,4GB RAM Snapdragon 632,4050mAh Li-Po
LG,Coming soon,"2019, July",Android 9.0,"6.26"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po
LG,Coming soon,"2019, July",Android 9.0,"6.19"" 720x1512 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 9.0; Funtouch 9,"6.39"" 1080 x 2340 pixels",12 MP 2160p,8 GB Qualcomm SDM855 Snapdragon 855,4100mAh Li-Po
Vivo,"৳23,990.00","2019, July",Android 9.0; Funtouch 9,"6.38"" 1080x2340 pixels",12MP 2160p,6GB RAM Snapdragon 845,4500mAh Li-Po
Xiaomi,"৳16,000.00","2019, July",Android 9.0; MIUI 10,"6.01"" 720x1560 pixels",48MP 2160p,6GB RAM Snapdragon 665,4030mAh Li-Po
Lava,"৳5,850.00 ৳4,990.00","November, 2018",Android 8.0,"5.0"" 720 x 1080 pixels",8MP 720p,1GB SC7731E,2500mAh Li-Ion
Huawei,"৳37,990.00","2019, June","Android 9.0, EMUI 9.1","6.39"" 1080x2340 pixels",48MP 2160p,8GB RAM HiSilicon Kirin 980,3500mAh Li-Po
Symphony,"৳4,890.00","June, 2019",Android 8.1,"5.45"" 480 x 960 pixel",5MP 720p,1GB Mediatek MT6739,2500mAh Li-Ion
Motorola,"৳37,000.00",Not announced yet,Android 9.0,"6.2"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 855,Li-Ion
Walton,"৳4,699.00","November, 2018",Android 8.1,"4.95"" 480 x 960 Pixels",5MP 720p,1GB,2050mAh Li-Ion
Walton,"৳8,999.00","August, 2018",Android 8.1,"5.45"" 720 x 1440 pixels",13MP 720p,2GB,3000mAh Li-Po
Tecno,"৳11,690.00 ৳9,990.00","August, 2018",Android 8.1,"5.5"" 1080 x 2160 pixels",13MP 1080p,3/4GB MediaTek MT6580,3000mAh Li-Ion
Tecno,"৳17,690.00","October, 2018",Android 8.1,"6.2"" 720 x 1520 pixels",13MP 1080p,4GB MediaTek MT6761,3750mAh Li-Ion
Tecno,"৳5,990.00","November, 2018",Android 8.0,"5.5"" 480 x 960 pixels",8MP 720p,1GB,2400mAh Li-Po
Tecno,"৳6,490.00","November, 2018",Android 8.0,"5.5"" 480 x 960 pixels",5MP 720p,1GB MediaTek MT6580M,4000mAh Li-Po
Vivo,"৳25,990.00 ৳23,990.00","2018, September",Android 8.1,"6.41"" 1080x2340 pixels",12MP 2160p,4GB RAM Snapdragon 660,3400mAh Li-Po
Vivo,"৳16,500.00 ৳19,000.00","2019, July",Android 9.0; Funtouch 9,"6.53"" 1080x2340 pixels",16MP 1080p,6 GB RAM Snapdragon 712,5000mAh Li-Po
Symphony,"৳5,890.00 ৳5,390.00","June, 2019",Android 9.0,"5.45"" 720 x 1440 pixels",8MP 1080p,1GB,2900 mAh Li-Ion
WE,Coming soon,"October, 2017",Android 7.0,"5.0"" 480 x 854 pixels",5MP 3GP,1GB MediaTek MT6580M,1900mAh Li-Ion
WE,"৳6,990.00","September, 2017",Android 7.0,"5.0"" 720 x 1280 pixels",5MP 1080p,2GB Mediatek MT6580A,3100mAh Li-Ion
WE,"৳5,490.00","May, 2018",Android 8.1],"5.34"" 4800 x 960 pixels",5MP 720p,1GB Qualcomm,2000mAh Li-Ion
WE,"৳5,990.00","May, 2018",Android 8.0 (Go edition),"5.0"" 720 x 1280 pixels",5MP 1080p,1GB Qualcomm,2500mAh Li-Po
Lava,Coming soon,"Exp. release May, 2019",Android 9,"6.0"" 720 x 1520 pixels",8MP 1080p,2GB Mediatek MT6761,3380mAh Li-Po
Lava,Coming soon,"June, 2019",Android 8.1,"5.0"" 720 x 1440 pixels",5MP 720p,1GB Mediatek MT6762,2500mAh Li-Ion
Energizer,Coming soon,"Exp. release 2019, November",Android 9.0,"8.1"" 1536x2048 pixels",48MP 2160p,8GB RAM Snapdragon 855,10000mAh Li-Po
Energizer,Coming soon,"Exp. release 2019, June",Android 9.0,"6.3"" 720x1480 pixels",16MP 1080p,4GB RAM MT6762 Helio P22,3500mAh Li-Ion
Energizer,Coming soon,"Exp. release 2019, Q2",Android 9.0,"5.7"" 720x1520 pixels",16MP 1080p,4GB RAM MT6761 Helio A22,3000mAh Li-Ion
Tecno,Coming soon,"2018, November",Android 8.1,"6.2"" 720x1500 pixels",13MP 1080p,4GB RAM MT6761 Helio A22,3750mAh Li-Ion
Walton,"৳5,799.00 ৳5,499.00","June, 2018",Android 8.1,"5.34"" 480 x 960 pixels",5MP 720p],1 GB MediaTek MT6737T,2700mAh Li-ion
Walton,"৳5,199.00 ৳4,899.00","August, 2018",Android 8.1,"5.45"" 480 x 960 pixels",5MP 720p],1GB MediaTek MT6737T,2200mAh Li-ion
Wiko,Coming soon,"2019, Q1",Android 8.0 Oreo,"5.0"" 480x854 pixels",5MP 720p,512MB RAM,2000mAh Li-Ion
Huawei,"৳23,999.00","2019, June",Android 9.0; EMUI 9,"6.59"" 1080x2340 pixels",16MP 1080p,4GB RAM Hisilicon Kirin 710F,4000mAh Li-Po
Motorola,"৳26,990.00 ৳23,990.00","2019, August",Android 9.0; Android One,"6.3"" 1080x2520 pixels",12MP 2160p,4GB RAM Exynos 9609,3500mAh Li-Po
Nokia,Coming soon,"2019, June",Android 9.0,"5.45"" 720x1440 pixels",8MP 1080p,2GB RAM Snapdragon 429,2990mAh Li-Ion
Xiaomi,"৳23,000.00 ৳17,000.00","2019, June",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 730,4000mAh Li-Po
Nokia,Coming soon,"2019, June",Android 9.0,"5.45"" 720x1440 pixels",8MP 1080p,2GB RAM Snapdragon 429,2990mAh Li-Ion
HTC,"৳39,990.00","2019, June",Android 9.0; HTC Sense,"6.0"" 1080x2160 pixels",13MP 1080p,6GB RAM Snapdragon 710,3930mAh Li-Ion
HTC,"৳26,990.00","2019, July",Android 9,"6.2"" 720x1440 pixels",13MP 1080p,6GB RAM MT6765 Helio P35,3850mAh Li-Ion
Samsung,"৳73,000.00","2019, August",Android 9.0; One UI,"6.3"" 1080x2280 pixels",12MP 2160p,12GB RAM Exynos 9825,3500mAh Li-Ion
Samsung,"৳68,000.00 ৳66,000.00","2019, August",Android 9.0; One UI,"6.3"" 1080x2280 pixels",12MP 2160p,8GB RAM Exynos 9825,3500mAh Li-Ion
Nokia,"৳9,999.00 ৳7,999.00","2019, June",Android 9.0; Android One,"5.71"" 720x1520 pixels",13MP 1080p,3GB RAM MT6761 Helio A22,3000mAh Li-Ion
Samsung,"৳24,990.00","2019, July",Android 9.0,"5.0"" 720x1280 pixels",16MP 1080p,3GB RAM Exynos 7885,2800mAh Li-Ion
Vivo,"৳15,990.00 ৳14,990.00","2019, June",Android 9.0; Funtouch 9,"6.35"" 720x1544 pixels",13MP 1080p,4GB RAM MT6762 Helio P22,5000mAh Li-po
Walton,"৳7,099.00","May, 2019",Android 8.1,"5.45"" 720x1440 pixels",8MP 1080p,2GB MediaTek MT6739,3200 mAh Battery
Huawei,"৳32,990.00","2018, August",Android 9.0; EMUI 9,"6.21"" 1080x2340 pixels",24MP 1080p,3GB RAM Hisilicon Kirin 710,3400mAh Li-Ion
Itel,"৳5,990.00","October, 2018",Android 8.1,6.0' 540 x 960 pixels,13MP 720p,1GB Mediatek MT6580,3300 mAh Li-Ion
Itel,"৳7,490.00","November, 2018",Android 8.0,"5.5"" 720 x 1280 pixels",8MP 720p,2GB MediaTek MT6580M,2400 mAh Li-Ion
Itel,"৳8,490.00","November, 2018",Android 8.0,"5.0"" 720 x 1280 pixels",8MP 1080p,3GB MediaTek MT6737,2700 mAh Li-Po
Itel,"৳6,990.00","April, 2019",Android 9.0 Pie,5.5' 720 x 1280 pixels,8MP 720p,2GB Mediatek MT6739,2350mAh Li-Ion
Itel,"৳6,990.00","May, 2019",Android 8.1,"6.0"" 720 x 1520 pixels",8MP 720p,1GB MediaTek MT6580,3850mAh Li-Ion
Huawei,"৳34,990.00","2019, June","Android 9.0, EMUI 9.1","6.39"" 1080x2340 pixels",48MP 2160p,8GB RAM HiSilicon Kirin 980,3500mAh Li-Po
Huawei,"৳24,990.00","2019, June","Android 9.0, EMUI 9.1","6.4"" 1080x2310 pixels",24MP 1080p,8GB RAM Hisilicon Kirin 710F,4000mAh Li-Po
Vodafone,"৳16,990.00","2019, June",Android 9.0,"5.9"" 720x1560 pixels",13MP 1080p,3GB RAM Snapdragon 429,3400mAh Li-Ion
Vodafone,"৳13,990.00","2019, May",Android 9.0,"5.67"" 720x1500 pixels",13MP 1080p,2GB RAM MT6761V,2920mAh Li-Ion
BLU,"৳6,990.00","2019, January",Android 8.1 Oreo,"5.5"" 720x1280 pixels",8MP 1080p,1GB RAM,2500mAh Li-Ion
BLU,Coming soon,"2019, February",Android 8.1 Oreo,"5.0"" 720x1280 pixels",8MP 1080p,1GB RAM MT6580,2000mAh Li-Ion
BLU,"৳5,990.00","2019, February",Android 8.1 Oreo,"5.0"" 480x854 pixels",5MP 1080p,1GB RAM,2000mAh Li-Ion
BLU,"৳16,000.00","2019, May",Android 9.0,"6.3"" 720x1520 pixels",13MP 1080p,4GB RAM MT6762 Helio P22,4000mAh Li-Po
ZTE,"৳5,990.00","2019, April",Android 9.0 Pie,"5.0"" 480x960 pixels",8MP 720p,1GB RAM Unisoc SC7731E,2000mAh Li-Ion
ZTE,"৳7,990.00","2019, May",Android 9.0,"5.45"" 720x1440 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,2600mAh Li-Ion
ZTE,"৳5,990.00","2019, April",Android 9.0 Pie,"5.0"" 480x960 pixels",8MP 720p,1GB RAM Unisoc SC9832E,2000mAh Li-Ion
Meizu,"৳20,990.00","2019, June",Android 9.0; Flyme,"6.2"" 1080x2232 pixels",48MP 2160p,6GB RAM Snapdragon 675,4000mAh Li-Po
Walton,"৳5,700.00","May, 2019",Android 8.1 (GO EDITION),"4.95'' 480 x 960 pixels, 18:9 ratio (~197 ppi density)",5MP 720p,1GB,2000mAh Li-ion
Wiko,"৳16,990.00","2019, May",Android 9.0,"6.26"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762WB Helio P22,4000mAh Li-Po
Wiko,"৳23,990.00","2019, May",Android 9.0,"6.3"" 1080x2340 pixels",13MP 1080p,6GB RAM MT6771 Helio P60,4000mAh Li-Po
Symphony,"৳6,390.00","May, 2019",Android 8.1,"5.45"" 720 x 1440 pixels",8MP 1080p,1GB,2500mAh Li-Ion
Xiaomi,"৳26,500.00","2019, June",Android 9.0; MIUI 10,"6.39"" 1080x2340 pixels",48MP 2160p,8GB RAM Snapdragon 730,4000mAh Li-Po
Samsung,"৳24,490.00 ৳21,490.00","2019, June",Android 9.0; One UI,"6.3"" 1080x2340 pixels",32MP 2160p,6GB RAM Snapdragon 675,3500mAh Li-Po
Vivo,"৳17,990.00 ৳16,990.00","2019, May",Android 9.0; Funtouch 9,"6.35"" 720x1544 pixels",13MP 1080p,4GB RAM MT6762 Helio P22,5000mAh Li-po
Vivo,Coming soon,"2019, June 1",Android 9.0 (Pie); Funtouch 9,"6.53"" 1080 x 2340 pixels",16MP 1080p,8GB Qualcomm SDM710 Snapdragon 710,5000mAh Li-po
Infinix,"৳9,990.00","2019, January",Android 8.0 Oreo,"6.2"" 720x1440 pixels",13MP 1080p,2GB RAM MT6580,4000mAh Li-Po
Infinix,Coming soon,"2019, March",Android 8.0,"6.18"" FullHD+",24MP 1080p,6GB RAM Snapdragon 636,3650mAh Li-Ion
Infinix,Coming soon,"2019, March",Android 8.0,"6.18"" FullHD+",24MP 1080p,6GB RAM Snapdragon 636,3650mAh Li-Ion
Walton,"৳4,599.00","March, 2019",Android 8.1,"4.95""",5MP,1GB,2920mAh Li-ion
Walton,"৳3,950.00","March, 2019",Android 8.1,"4.5""",5MP,1GB,1700 mAh Li-ion
Walton,"৳2,930.00",February 2019,Android 8.1,"4.0"" 480 x 800 pixels",2MP 1080p,512MB MediaTek MT6739,1400 mAh Li-ion
Walton,"৳8,599.00",February 2019,Android 8.1,"5.3"" 720 x 1440 pixels",13MP 1080p,3 GB MediaTek MT6737T,4000 mAh Li-po
Walton,"৳14,499.00",February 2018,Android Oreo v8.0,5.5 inches,13 Megapixel,3 GB,3000 mAh
Walton,"৳14,999.00","August, 2018",Android 8.1 (Oreo),"5.7 inches, 83.8 cm2 (~76.3% screen-to-body ratio)",13MP+2MP dual camera,3 GB,3500 mAh battery
Walton,"৳12,990.00","June, 2018",Android 8.1 (Oreo),"5.7 inches, 83.8 cm2 Full view 2.75D curved glass",13MP PDAF with LED Flash,3 GB,3000 mAh battery
Archos,"৳9,490.00","2019, May",Android 9.0,"5.71"" 720x1520 pixels",8MP 1080p,3GB RAM Unisoc SC9863,2800mAh Li-Ion
Archos,"৳12,490.00","2019, May",Android 9.0,"6.26"" 720x1520 pixels",8MP 1080p,4GB RAM Unisoc SC9863,3000mAh Li-Ion
Archos,"৳13,990.00","2019, May",Android 9.0,"6.85"" 640x1352 pixels",8MP 1080p,3GB RAM MT6762 Helio P22,5000mAh Li-Ion
Allview,"৳9,490.00","2019, April",Android 8.1 Oreo,"5.99"" 480x960 pixels",13MP 1080p,1GB RAM MT6739,3200mAh Li-Po
Allview,"৳13,990.00","2019, April",Android 8.1,"5.99"" 720x1440 pixels",13MP 1080p,3GB RAM MT6739,3000mAh Li-Po
Allview,Coming soon,"2019, May",Android 9.0,"6.2"" 720x1520 pixels",13MP 1080p,2GB RAM MT6762 Helio P22,4000mAh Li-Po
Wiko,Coming soon,"2018, September",Android 8.1,"5.93"" 720x1512 pixels",12MP 1080p,3GB RAM Snapdragon 430,4000mAh Li-Po
BLU,"৳8,490.00","2018, October",Android 8.1 Oreo,"6.0"" 720x1440 pixels",13MP 1080p,1GB RAM MT6580,2600mAh Li-Po
Lava,"৳4,499.00","2019, March",Android 8.1 Oreo,"4.0"" 480x800 pixels",2MP 720p,1GB RAM Unisoc SC9832E,2250mAh Li-Ion
Lava,"৳10,990.00","2019, January",Android 8.1 Oreo,"6.22"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,3260mAh Li-Po
BLU,"৳12,990.00","2018, December",Android 8.1,"6.2"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po
ZTE,Coming soon,"2019, March",Android 9.0; MiFavor 9.0,"6.3"" 1080x2280 pixels",16MP 1080p,4GB RAM,3200mAh Li-Ion
Symphony,"৳9,490.00 ৳8,490.00","June, 2019",Android 9.0,"6.09"" 720 x 1440 pixels",13MP 1080p,2GB,4000mAh Li-po
